GEO_ID,NAME,S1501_C02_015E,DP03_0009PE,S1701_C03_001E
id,Geographic Area Name,talent index,Unemployment,poverty
1400000US17031260500,"Census Tract 2605, Cook County, Illinois",3.6,12.8,49.2
1400000US17031260600,"Census Tract 2606, Cook County, Illinois",3.2,26.2,51.9
1400000US17031260700,"Census Tract 2607, Cook County, Illinois",3.9,16.7,52.2
1400000US17031260800,"Census Tract 2608, Cook County, Illinois",7.7,17.9,49.6
1400000US17031260900,"Census Tract 2609, Cook County, Illinois",2.9,20.3,30.7
1400000US17031261000,"Census Tract 2610, Cook County, Illinois",8.6,10,28.5
1400000US17031270500,"Census Tract 2705, Cook County, Illinois",8.3,23.9,50.6
1400000US17031271200,"Census Tract 2712, Cook County, Illinois",10.3,16.9,37.5
1400000US17031271300,"Census Tract 2713, Cook County, Illinois",10.8,13.3,59.3
1400000US17031271400,"Census Tract 2714, Cook County, Illinois",19.2,16.4,47.2
1400000US17031271500,"Census Tract 2715, Cook County, Illinois",14.9,10.1,34.6
1400000US17031271800,"Census Tract 2718, Cook County, Illinois",5.7,11.7,72.2
1400000US17031280100,"Census Tract 2801, Cook County, Illinois",91.4,1.9,7.6
1400000US17031280400,"Census Tract 2804, Cook County, Illinois",21.5,12,36.8
1400000US17031280800,"Census Tract 2808, Cook County, Illinois",19.7,23.5,30.3
1400000US17031280900,"Census Tract 2809, Cook County, Illinois",22.2,34.7,56.3
1400000US17031281900,"Census Tract 2819, Cook County, Illinois",90.3,4.4,17.9
1400000US17031282700,"Census Tract 2827, Cook County, Illinois",39.2,15.5,22.2
1400000US17031282800,"Census Tract 2828, Cook County, Illinois",61.8,8.6,21.1
1400000US17031283100,"Census Tract 2831, Cook County, Illinois",64.8,9.4,35.7
1400000US17031283200,"Census Tract 2832, Cook County, Illinois",72.2,7.6,21.1
1400000US17031283800,"Census Tract 2838, Cook County, Illinois",57.5,12.9,21.8
1400000US17031290900,"Census Tract 2909, Cook County, Illinois",10.5,36.6,44.1
1400000US17031291200,"Census Tract 2912, Cook County, Illinois",16.3,22.2,45.3
1400000US17031291600,"Census Tract 2916, Cook County, Illinois",18,2.8,19.7
1400000US17031292200,"Census Tract 2922, Cook County, Illinois",15.3,23.3,48.2
1400000US17031292400,"Census Tract 2924, Cook County, Illinois",10.4,5.3,38.4
1400000US17031292500,"Census Tract 2925, Cook County, Illinois",17.1,14.3,27.7
1400000US17031300500,"Census Tract 3005, Cook County, Illinois",9.9,6.3,20.7
1400000US17031300600,"Census Tract 3006, Cook County, Illinois",15.2,10.8,24.7
1400000US17031300700,"Census Tract 3007, Cook County, Illinois",11.7,8.8,32.7
1400000US17031300800,"Census Tract 3008, Cook County, Illinois",5.3,10.4,42
1400000US17031300900,"Census Tract 3009, Cook County, Illinois",5.5,4.7,37.2
1400000US17031301100,"Census Tract 3011, Cook County, Illinois",14,9.1,31.7
1400000US17031301200,"Census Tract 3012, Cook County, Illinois",8,11.3,34.5
1400000US17031301600,"Census Tract 3016, Cook County, Illinois",11.7,10.7,32.8
1400000US17031301701,"Census Tract 3017.01, Cook County, Illinois",8.1,11.6,35.2
1400000US17031301702,"Census Tract 3017.02, Cook County, Illinois",5.3,9.6,20.2
1400000US17031301801,"Census Tract 3018.01, Cook County, Illinois",9.4,8.4,23.1
1400000US17031301802,"Census Tract 3018.02, Cook County, Illinois",9.2,14.3,24.3
1400000US17031301803,"Census Tract 3018.03, Cook County, Illinois",6.4,8,28.3
1400000US17031310200,"Census Tract 3102, Cook County, Illinois",50.1,5.7,13.9
1400000US17031310300,"Census Tract 3103, Cook County, Illinois",39.4,12.8,21.5
1400000US17031310400,"Census Tract 3104, Cook County, Illinois",48.9,0.7,10.8
1400000US17031310500,"Census Tract 3105, Cook County, Illinois",28.6,2.1,16.2
1400000US17031310600,"Census Tract 3106, Cook County, Illinois",34.4,5.7,26.2
1400000US17031310700,"Census Tract 3107, Cook County, Illinois",23.1,9.9,29.6
1400000US17031310800,"Census Tract 3108, Cook County, Illinois",23.9,3.9,10.7
1400000US17031310900,"Census Tract 3109, Cook County, Illinois",24.3,11.1,25.6
1400000US17031320100,"Census Tract 3201, Cook County, Illinois",84.3,5.3,7.5
1400000US17031320400,"Census Tract 3204, Cook County, Illinois",90.5,10,10.5
1400000US17031320600,"Census Tract 3206, Cook County, Illinois",80.2,5.4,14.9
1400000US17031330100,"Census Tract 3301, Cook County, Illinois",75.2,2,9.1
1400000US17031330200,"Census Tract 3302, Cook County, Illinois",64,0.6,13.9
1400000US17031340300,"Census Tract 3403, Cook County, Illinois",18,12.8,33.9
1400000US17031340400,"Census Tract 3404, Cook County, Illinois",23.6,7.4,28.4
1400000US17031340500,"Census Tract 3405, Cook County, Illinois",25,11.9,34
1400000US17031340600,"Census Tract 3406, Cook County, Illinois",9.4,44,61.8
1400000US17031350100,"Census Tract 3501, Cook County, Illinois",69.7,7.8,31.1
1400000US17031350400,"Census Tract 3504, Cook County, Illinois",5.8,34.8,61.4
1400000US17031351000,"Census Tract 3510, Cook County, Illinois",55.3,10.7,29.8
1400000US17031351100,"Census Tract 3511, Cook County, Illinois",14.8,37.3,77.1
1400000US17031351400,"Census Tract 3514, Cook County, Illinois",23.3,33.4,62.9
1400000US17031351500,"Census Tract 3515, Cook County, Illinois",44.2,15.7,45.7
1400000US17031360200,"Census Tract 3602, Cook County, Illinois",13,20.6,27.1
1400000US17031380100,"Census Tract 3801, Cook County, Illinois",29,23,39.4
1400000US17031380200,"Census Tract 3802, Cook County, Illinois",35.7,5.4,34
1400000US17031380500,"Census Tract 3805, Cook County, Illinois",12,21.3,49.8
1400000US17031380700,"Census Tract 3807, Cook County, Illinois",15.8,17.4,21.6
1400000US17031381200,"Census Tract 3812, Cook County, Illinois",38.5,11.1,22.6
1400000US17031381400,"Census Tract 3814, Cook County, Illinois",23.6,9.6,14.9
1400000US17031381500,"Census Tract 3815, Cook County, Illinois",28.8,16.6,49.3
1400000US17031381700,"Census Tract 3817, Cook County, Illinois",-,-,-
1400000US17031381800,"Census Tract 3818, Cook County, Illinois",39.5,3.1,23.4
1400000US17031381900,"Census Tract 3819, Cook County, Illinois",27.7,3.4,21
1400000US17031390100,"Census Tract 3901, Cook County, Illinois",50.6,3,12.4
1400000US17031390200,"Census Tract 3902, Cook County, Illinois",61.6,7,7.5
1400000US17031390300,"Census Tract 3903, Cook County, Illinois",35,17.8,38.3
1400000US17031390400,"Census Tract 3904, Cook County, Illinois",37.1,14.2,28.9
1400000US17031390500,"Census Tract 3905, Cook County, Illinois",70.3,5.2,19.9
1400000US17031390600,"Census Tract 3906, Cook County, Illinois",79.8,7.4,13
1400000US17031390700,"Census Tract 3907, Cook County, Illinois",69.2,6.7,17.6
1400000US17031400300,"Census Tract 4003, Cook County, Illinois",20.4,22.4,41
1400000US17031400400,"Census Tract 4004, Cook County, Illinois",21.4,23.1,30.5
1400000US17031400500,"Census Tract 4005, Cook County, Illinois",19.7,13.8,27.9
1400000US17031400800,"Census Tract 4008, Cook County, Illinois",15.1,18.1,45.8
1400000US17031410100,"Census Tract 4101, Cook County, Illinois",78.3,7.1,21.1
1400000US17031410200,"Census Tract 4102, Cook County, Illinois",73.9,10,30.2
1400000US17031410500,"Census Tract 4105, Cook County, Illinois",63.5,3,34.1
1400000US17031410600,"Census Tract 4106, Cook County, Illinois",68.8,5.7,30.6
1400000US17031410700,"Census Tract 4107, Cook County, Illinois",79.9,3.8,31.3
1400000US17031410800,"Census Tract 4108, Cook County, Illinois",70.5,6.1,21.5
1400000US17031410900,"Census Tract 4109, Cook County, Illinois",81,6.9,21.2
1400000US17031411000,"Census Tract 4110, Cook County, Illinois",71,7,9.4
1400000US17031411100,"Census Tract 4111, Cook County, Illinois",93.6,3.9,13
1400000US17031411200,"Census Tract 4112, Cook County, Illinois",87.5,4.6,20
1400000US17031420100,"Census Tract 4201, Cook County, Illinois",19.2,16.4,38.8
1400000US17031420200,"Census Tract 4202, Cook County, Illinois",51.5,7.1,36.9
1400000US17031420300,"Census Tract 4203, Cook County, Illinois",56.3,16.2,36.2
1400000US17031420400,"Census Tract 4204, Cook County, Illinois",41,17.2,51
1400000US17031420500,"Census Tract 4205, Cook County, Illinois",18.1,25.8,19.7
1400000US17031420600,"Census Tract 4206, Cook County, Illinois",17.8,27.4,48.5
1400000US17031420700,"Census Tract 4207, Cook County, Illinois",13.1,34.6,55.3
1400000US17031420800,"Census Tract 4208, Cook County, Illinois",26.4,11.6,26.1
1400000US17031421200,"Census Tract 4212, Cook County, Illinois",16.9,18.3,42.8
1400000US17031430101,"Census Tract 4301.01, Cook County, Illinois",18.1,19.2,35.8
1400000US17031430102,"Census Tract 4301.02, Cook County, Illinois",30.1,9.6,27.2
1400000US17031430200,"Census Tract 4302, Cook County, Illinois",23.3,18.6,32.6
1400000US17031430300,"Census Tract 4303, Cook County, Illinois",22.6,26.2,57.7
1400000US17031430400,"Census Tract 4304, Cook County, Illinois",18,16.7,39.2
1400000US17031430500,"Census Tract 4305, Cook County, Illinois",7.9,18.9,58.6
1400000US17031430600,"Census Tract 4306, Cook County, Illinois",27.5,25,18.1
1400000US17031430700,"Census Tract 4307, Cook County, Illinois",19.6,17.3,45
1400000US17031430800,"Census Tract 4308, Cook County, Illinois",40.4,13.8,27
1400000US17031430900,"Census Tract 4309, Cook County, Illinois",29.7,18.8,28.2
1400000US17031431200,"Census Tract 4312, Cook County, Illinois",38.5,13.5,23.2
1400000US17031431301,"Census Tract 4313.01, Cook County, Illinois",17,22.7,35
1400000US17031431302,"Census Tract 4313.02, Cook County, Illinois",14.8,23.3,37.6
1400000US17031431400,"Census Tract 4314, Cook County, Illinois",21.5,17,39.8
1400000US17031440101,"Census Tract 4401.01, Cook County, Illinois",5.2,21.9,39.7
1400000US17031440102,"Census Tract 4401.02, Cook County, Illinois",13.8,9.4,32.6
1400000US17031440201,"Census Tract 4402.01, Cook County, Illinois",17,12.9,32.4
1400000US17031440202,"Census Tract 4402.02, Cook County, Illinois",31.3,11.9,24.3
1400000US17031440300,"Census Tract 4403, Cook County, Illinois",27.5,19.3,16.3
1400000US17031440600,"Census Tract 4406, Cook County, Illinois",33,11.7,9.7
1400000US17031440700,"Census Tract 4407, Cook County, Illinois",29,22,10
1400000US17031440800,"Census Tract 4408, Cook County, Illinois",16.3,22.7,42.1
1400000US17031440900,"Census Tract 4409, Cook County, Illinois",24.8,10.5,23.4
1400000US17031450300,"Census Tract 4503, Cook County, Illinois",20.3,16,14.4
1400000US17031460100,"Census Tract 4601, Cook County, Illinois",17.5,28.5,37.5
1400000US17031460200,"Census Tract 4602, Cook County, Illinois",12.6,17.3,39.5
1400000US17031460301,"Census Tract 4603.01, Cook County, Illinois",11.5,16.9,34
1400000US17031460302,"Census Tract 4603.02, Cook County, Illinois",9,30.6,37.9
1400000US17031460400,"Census Tract 4604, Cook County, Illinois",15.8,12,21.5
1400000US17031460500,"Census Tract 4605, Cook County, Illinois",27.3,9.8,7.9
1400000US17031460600,"Census Tract 4606, Cook County, Illinois",12.9,18.5,19.4
1400000US17031460700,"Census Tract 4607, Cook County, Illinois",5.5,26,45.1
1400000US17031461000,"Census Tract 4610, Cook County, Illinois",6.7,19.8,30.9
1400000US17031470100,"Census Tract 4701, Cook County, Illinois",13.4,21.9,17.7
1400000US17031480100,"Census Tract 4801, Cook County, Illinois",26,8.6,6.9
1400000US17031480200,"Census Tract 4802, Cook County, Illinois",24,13.8,15.8
1400000US17031480300,"Census Tract 4803, Cook County, Illinois",30.6,17.5,24.7
1400000US17031480400,"Census Tract 4804, Cook County, Illinois",26.8,8.5,12.5
1400000US17031480500,"Census Tract 4805, Cook County, Illinois",21.2,12.1,20.7
1400000US17031490300,"Census Tract 4903, Cook County, Illinois",37.9,7.5,18.9
1400000US17031490400,"Census Tract 4904, Cook County, Illinois",32.8,13.7,5.6
1400000US17031490500,"Census Tract 4905, Cook County, Illinois",40.1,20.6,19.6
1400000US17031490600,"Census Tract 4906, Cook County, Illinois",21.5,18.9,16.3
1400000US17031490700,"Census Tract 4907, Cook County, Illinois",13.3,25.6,22.3
1400000US17031490800,"Census Tract 4908, Cook County, Illinois",19.1,24.7,26.2
1400000US17031490901,"Census Tract 4909.01, Cook County, Illinois",14.7,26.3,24.2
1400000US17031490902,"Census Tract 4909.02, Cook County, Illinois",25.4,11.5,15.3
1400000US17031491000,"Census Tract 4910, Cook County, Illinois",9.3,33.2,48.6
1400000US17031491100,"Census Tract 4911, Cook County, Illinois",25.1,16.6,18.2
1400000US17031491200,"Census Tract 4912, Cook County, Illinois",21.4,18.7,26.8
1400000US17031491300,"Census Tract 4913, Cook County, Illinois",12.4,24.9,48.8
1400000US17031491400,"Census Tract 4914, Cook County, Illinois",13.3,36.9,34.7
1400000US17031500100,"Census Tract 5001, Cook County, Illinois",19.6,6.8,10.7
1400000US17031500200,"Census Tract 5002, Cook County, Illinois",18.3,32,37.2
1400000US17031500300,"Census Tract 5003, Cook County, Illinois",39.4,19.6,25.3
1400000US17031510100,"Census Tract 5101, Cook County, Illinois",6.6,20,23.6
1400000US17031510200,"Census Tract 5102, Cook County, Illinois",23.6,17.6,31.8
1400000US17031510300,"Census Tract 5103, Cook County, Illinois",15.4,30.3,22.7
1400000US17031520100,"Census Tract 5201, Cook County, Illinois",12.2,10.5,13.6
1400000US17031520200,"Census Tract 5202, Cook County, Illinois",4.2,21.6,25
1400000US17031520300,"Census Tract 5203, Cook County, Illinois",9,21.2,27.7
1400000US17031520400,"Census Tract 5204, Cook County, Illinois",13.6,12.8,16.3
1400000US17031520500,"Census Tract 5205, Cook County, Illinois",18.2,6.9,11.4
1400000US17031520600,"Census Tract 5206, Cook County, Illinois",10.9,13.8,16.6
1400000US17031530100,"Census Tract 5301, Cook County, Illinois",7.4,18.5,26.6
1400000US17031530200,"Census Tract 5302, Cook County, Illinois",13.3,27,32.4
1400000US17031530300,"Census Tract 5303, Cook County, Illinois",15.2,27.6,21.9
1400000US17031530400,"Census Tract 5304, Cook County, Illinois",25.6,20.6,23.5
1400000US17031530501,"Census Tract 5305.01, Cook County, Illinois",20.4,14.5,20
1400000US17031530502,"Census Tract 5305.02, Cook County, Illinois",11.7,22.7,21.7
1400000US17031530503,"Census Tract 5305.03, Cook County, Illinois",21.1,29,28.8
1400000US17031530600,"Census Tract 5306, Cook County, Illinois",9.9,19,28.8
1400000US17031540101,"Census Tract 5401.01, Cook County, Illinois",2.4,31.8,52.9
1400000US17031540102,"Census Tract 5401.02, Cook County, Illinois",6,35.3,64.2
1400000US17031550100,"Census Tract 5501, Cook County, Illinois",14.2,7.9,25.3
1400000US17031550200,"Census Tract 5502, Cook County, Illinois",20.7,6.7,5.5
1400000US17031560100,"Census Tract 5601, Cook County, Illinois",14.8,7.4,9
1400000US17031560200,"Census Tract 5602, Cook County, Illinois",14.5,29.6,19.3
1400000US17031560300,"Census Tract 5603, Cook County, Illinois",16.7,15.8,13.2
1400000US17031560400,"Census Tract 5604, Cook County, Illinois",12.3,13.4,12.9
1400000US17031560700,"Census Tract 5607, Cook County, Illinois",13.6,11.1,12.2
1400000US17031560800,"Census Tract 5608, Cook County, Illinois",17.8,4.2,6.6
1400000US17031560900,"Census Tract 5609, Cook County, Illinois",24.8,4.7,1.5
1400000US17031561000,"Census Tract 5610, Cook County, Illinois",31.7,1.4,2.6
1400000US17031561100,"Census Tract 5611, Cook County, Illinois",26.2,6.6,4.3
1400000US17031570100,"Census Tract 5701, Cook County, Illinois",10.4,6.4,15.4
1400000US17031570200,"Census Tract 5702, Cook County, Illinois",19.8,10.2,22.7
1400000US17031570300,"Census Tract 5703, Cook County, Illinois",12.1,7.9,20.2
1400000US17031570400,"Census Tract 5704, Cook County, Illinois",14.7,10.4,8.8
1400000US17031570500,"Census Tract 5705, Cook County, Illinois",13.7,6.8,13.8
1400000US17031580100,"Census Tract 5801, Cook County, Illinois",12.3,11.3,18.4
1400000US17031580200,"Census Tract 5802, Cook County, Illinois",8.2,7.2,25.7
1400000US17031580300,"Census Tract 5803, Cook County, Illinois",4.5,12.7,10.1
1400000US17031580400,"Census Tract 5804, Cook County, Illinois",13.9,3,17.6
1400000US17031580501,"Census Tract 5805.01, Cook County, Illinois",8.8,10.6,25.5
1400000US17031580502,"Census Tract 5805.02, Cook County, Illinois",10,9.5,21.2
1400000US17031580600,"Census Tract 5806, Cook County, Illinois",13.1,15.7,17.6
1400000US17031580700,"Census Tract 5807, Cook County, Illinois",9.5,12,18.1
1400000US17031580800,"Census Tract 5808, Cook County, Illinois",6.6,13.8,16.4
1400000US17031590500,"Census Tract 5905, Cook County, Illinois",15.9,13.7,21.4
1400000US17031590600,"Census Tract 5906, Cook County, Illinois",16,13.4,18.3
1400000US17031590700,"Census Tract 5907, Cook County, Illinois",22,7.1,29.7
1400000US17031600400,"Census Tract 6004, Cook County, Illinois",23,12.4,28.3
1400000US17031600600,"Census Tract 6006, Cook County, Illinois",15.3,7.3,16.6
1400000US17031600700,"Census Tract 6007, Cook County, Illinois",21.6,14.7,17.9
1400000US17031600900,"Census Tract 6009, Cook County, Illinois",31.8,6.2,11.2
1400000US17031610300,"Census Tract 6103, Cook County, Illinois",10.7,13.1,29.5
1400000US17031610400,"Census Tract 6104, Cook County, Illinois",8.1,17.9,41.9
1400000US17031610800,"Census Tract 6108, Cook County, Illinois",16,10,7.6
1400000US17031611000,"Census Tract 6110, Cook County, Illinois",9.7,20.4,46.6
1400000US17031611100,"Census Tract 6111, Cook County, Illinois",2.3,21.5,33.6
1400000US17031611200,"Census Tract 6112, Cook County, Illinois",5.5,12.3,36.2
1400000US17031611300,"Census Tract 6113, Cook County, Illinois",3.5,17.3,25.8
1400000US17031611400,"Census Tract 6114, Cook County, Illinois",3.1,12.3,35.5
1400000US17031611500,"Census Tract 6115, Cook County, Illinois",3.4,15.1,38.1
1400000US17031611600,"Census Tract 6116, Cook County, Illinois",1,22,22.5
1400000US17031611700,"Census Tract 6117, Cook County, Illinois",4.3,26.1,45
1400000US17031611800,"Census Tract 6118, Cook County, Illinois",1,25.8,22.5
1400000US17031611900,"Census Tract 6119, Cook County, Illinois",3.4,20.9,42.5
1400000US17031612000,"Census Tract 6120, Cook County, Illinois",7.3,32.6,16.5
1400000US17031612100,"Census Tract 6121, Cook County, Illinois",9.8,26.4,24.9
1400000US17031620100,"Census Tract 6201, Cook County, Illinois",13.1,11.8,13.7
1400000US17031620200,"Census Tract 6202, Cook County, Illinois",15.4,7.1,7.5
1400000US17031620300,"Census Tract 6203, Cook County, Illinois",12.1,15.9,12.3
1400000US17031620400,"Census Tract 6204, Cook County, Illinois",10.4,5.6,7.5
1400000US17031630100,"Census Tract 6301, Cook County, Illinois",6.6,16.3,25.1
1400000US17031630200,"Census Tract 6302, Cook County, Illinois",7.4,10.8,26.4
1400000US17031630300,"Census Tract 6303, Cook County, Illinois",11.5,11.7,10.2
1400000US17031630400,"Census Tract 6304, Cook County, Illinois",3.8,15.5,24.3
1400000US17031630500,"Census Tract 6305, Cook County, Illinois",5.8,7.9,21.8
1400000US17031630800,"Census Tract 6308, Cook County, Illinois",8.3,13,12.7
1400000US17031630900,"Census Tract 6309, Cook County, Illinois",3.1,14.3,13.3
1400000US17031640100,"Census Tract 6401, Cook County, Illinois",13.7,5.6,10
1400000US17031640300,"Census Tract 6403, Cook County, Illinois",17.6,7.9,4
1400000US17031640400,"Census Tract 6404, Cook County, Illinois",16.6,6.1,4.8
1400000US17031640500,"Census Tract 6405, Cook County, Illinois",22.6,3,3.2
1400000US17031640600,"Census Tract 6406, Cook County, Illinois",16.7,16.2,21.9
1400000US17031640700,"Census Tract 6407, Cook County, Illinois",11.5,11.2,17
1400000US17031640800,"Census Tract 6408, Cook County, Illinois",17.9,17.1,12.5
1400000US17031650100,"Census Tract 6501, Cook County, Illinois",5.9,13,18.5
1400000US17031650200,"Census Tract 6502, Cook County, Illinois",12.2,14.3,16.3
1400000US17031650301,"Census Tract 6503.01, Cook County, Illinois",15.1,10.9,5.2
1400000US17031650302,"Census Tract 6503.02, Cook County, Illinois",12.3,9.6,17.5
1400000US17031650400,"Census Tract 6504, Cook County, Illinois",10.5,17.5,15.7
1400000US17031650500,"Census Tract 6505, Cook County, Illinois",12.6,10,11.6
1400000US17031660301,"Census Tract 6603.01, Cook County, Illinois",3.3,32.2,32.8
1400000US17031660302,"Census Tract 6603.02, Cook County, Illinois",9.2,19,24.6
1400000US17031660400,"Census Tract 6604, Cook County, Illinois",9.4,13.9,12.9
1400000US17031660500,"Census Tract 6605, Cook County, Illinois",6.4,13.2,26.9
1400000US17031660600,"Census Tract 6606, Cook County, Illinois",5.7,29.2,31.7
1400000US17031660700,"Census Tract 6607, Cook County, Illinois",6.9,24.6,24.5
1400000US17031660800,"Census Tract 6608, Cook County, Illinois",7.9,16.3,19.1
1400000US17031660900,"Census Tract 6609, Cook County, Illinois",6.6,30.1,36
1400000US17031661000,"Census Tract 6610, Cook County, Illinois",14.1,33.5,25.9
1400000US17031661100,"Census Tract 6611, Cook County, Illinois",8.8,15.6,13.8
1400000US17031670100,"Census Tract 6701, Cook County, Illinois",10,25.9,27
1400000US17031670200,"Census Tract 6702, Cook County, Illinois",7.3,29.6,51.7
1400000US17031670300,"Census Tract 6703, Cook County, Illinois",11.6,24.9,39.6
1400000US17031670400,"Census Tract 6704, Cook County, Illinois",6.8,32.6,34.4
1400000US17031670500,"Census Tract 6705, Cook County, Illinois",5.3,26.3,25.8
1400000US17031670600,"Census Tract 6706, Cook County, Illinois",6.1,36.1,31.6
1400000US17031670700,"Census Tract 6707, Cook County, Illinois",2.5,21.3,33.8
1400000US17031670800,"Census Tract 6708, Cook County, Illinois",11,18.8,33.7
1400000US17031670900,"Census Tract 6709, Cook County, Illinois",29.3,23.8,32.9
1400000US17031671100,"Census Tract 6711, Cook County, Illinois",14,22.3,48.1
1400000US17031671200,"Census Tract 6712, Cook County, Illinois",2.8,30.4,42.7
1400000US17031671300,"Census Tract 6713, Cook County, Illinois",7.8,31,24.6
1400000US17031671400,"Census Tract 6714, Cook County, Illinois",3.1,45.4,42.8
1400000US17031671500,"Census Tract 6715, Cook County, Illinois",4.2,27.9,30.7
1400000US17031671600,"Census Tract 6716, Cook County, Illinois",2.2,37.5,25.9
1400000US17031671800,"Census Tract 6718, Cook County, Illinois",9.4,30.2,35
1400000US17031671900,"Census Tract 6719, Cook County, Illinois",10.1,17.8,18.2
1400000US17031672000,"Census Tract 6720, Cook County, Illinois",15.8,34.8,21.4
1400000US17031680500,"Census Tract 6805, Cook County, Illinois",7.5,30.1,44.9
1400000US17031680600,"Census Tract 6806, Cook County, Illinois",11.5,31.7,53.4
1400000US17031680900,"Census Tract 6809, Cook County, Illinois",9,28.5,37.9
1400000US17031681000,"Census Tract 6810, Cook County, Illinois",7.9,16.9,46.3
1400000US17031681100,"Census Tract 6811, Cook County, Illinois",8.8,34.3,43.8
1400000US17031681200,"Census Tract 6812, Cook County, Illinois",9.5,27.1,39.2
1400000US17031681300,"Census Tract 6813, Cook County, Illinois",8.9,31.8,40.1
1400000US17031681400,"Census Tract 6814, Cook County, Illinois",7.3,20.5,28.6
1400000US17031690300,"Census Tract 6903, Cook County, Illinois",8.9,19.3,59.3
1400000US17031690400,"Census Tract 6904, Cook County, Illinois",14.4,14.3,39.4
1400000US17031690500,"Census Tract 6905, Cook County, Illinois",15.7,23.4,43.3
1400000US17031690900,"Census Tract 6909, Cook County, Illinois",21.4,17.8,35.8
1400000US17031691000,"Census Tract 6910, Cook County, Illinois",27.5,18.7,17.7
1400000US17031691100,"Census Tract 6911, Cook County, Illinois",11.7,26,48
1400000US17031691200,"Census Tract 6912, Cook County, Illinois",12.6,22.7,37.3
1400000US17031691300,"Census Tract 6913, Cook County, Illinois",24.9,27.6,24.2
1400000US17031691400,"Census Tract 6914, Cook County, Illinois",19.8,11,20.1
1400000US17031691500,"Census Tract 6915, Cook County, Illinois",10.5,35.3,42.1
1400000US17031700100,"Census Tract 7001, Cook County, Illinois",16.3,7.4,15.8
1400000US17031700200,"Census Tract 7002, Cook County, Illinois",17.5,12.6,9.7
1400000US17031700301,"Census Tract 7003.01, Cook County, Illinois",13.2,9.6,8.8
1400000US17031700302,"Census Tract 7003.02, Cook County, Illinois",17.9,10.9,4.5
1400000US17031700401,"Census Tract 7004.01, Cook County, Illinois",22.1,12.6,16.7
1400000US17031700402,"Census Tract 7004.02, Cook County, Illinois",23.3,18.3,25.1
1400000US17031700501,"Census Tract 7005.01, Cook County, Illinois",25,9.3,6.3
1400000US17031700502,"Census Tract 7005.02, Cook County, Illinois",30.5,16.7,8.3
1400000US17031710100,"Census Tract 7101, Cook County, Illinois",10.1,25.6,49.4
1400000US17031710200,"Census Tract 7102, Cook County, Illinois",10.3,18.2,28.2
1400000US17031710300,"Census Tract 7103, Cook County, Illinois",12.1,31.3,34.2
1400000US17031710400,"Census Tract 7104, Cook County, Illinois",10.3,22.2,28.9
1400000US17031710500,"Census Tract 7105, Cook County, Illinois",16.3,17.5,25.4
1400000US17031710600,"Census Tract 7106, Cook County, Illinois",11,14.9,29.4
1400000US17031710700,"Census Tract 7107, Cook County, Illinois",6.9,15.3,18.3
1400000US17031710800,"Census Tract 7108, Cook County, Illinois",24.6,20.4,24.5
1400000US17031710900,"Census Tract 7109, Cook County, Illinois",18.7,21.6,37.8
1400000US17031711000,"Census Tract 7110, Cook County, Illinois",13.9,17.8,34.2
1400000US17031711100,"Census Tract 7111, Cook County, Illinois",11.6,16.3,7.5
1400000US17031711200,"Census Tract 7112, Cook County, Illinois",22.6,12.1,17.5
1400000US17031711300,"Census Tract 7113, Cook County, Illinois",11.8,28.7,23.9
1400000US17031711400,"Census Tract 7114, Cook County, Illinois",12.2,12.9,29.4
1400000US17031711500,"Census Tract 7115, Cook County, Illinois",14.9,20.9,25.9
1400000US17031720100,"Census Tract 7201, Cook County, Illinois",67.4,4,0.3
1400000US17031720200,"Census Tract 7202, Cook County, Illinois",45.9,3.5,10
1400000US17031720300,"Census Tract 7203, Cook County, Illinois",59.5,4.6,5.3
1400000US17031720400,"Census Tract 7204, Cook County, Illinois",47,5.1,2.1
1400000US17031720500,"Census Tract 7205, Cook County, Illinois",63.1,2.2,1.7
1400000US17031720600,"Census Tract 7206, Cook County, Illinois",66.2,5.4,2.4
1400000US17031720700,"Census Tract 7207, Cook County, Illinois",48.1,5.8,5.5
1400000US17031730100,"Census Tract 7301, Cook County, Illinois",31.6,24.2,12.2
1400000US17031730201,"Census Tract 7302.01, Cook County, Illinois",18.6,21.3,28.9
1400000US17031730202,"Census Tract 7302.02, Cook County, Illinois",21.8,18.5,11.9
1400000US17031730300,"Census Tract 7303, Cook County, Illinois",16.6,13.9,15.3
1400000US17031730400,"Census Tract 7304, Cook County, Illinois",28.4,8.4,13
1400000US17031730500,"Census Tract 7305, Cook County, Illinois",18.7,22.1,19.9
1400000US17031730600,"Census Tract 7306, Cook County, Illinois",26.1,15.1,30.7
1400000US17031730700,"Census Tract 7307, Cook County, Illinois",23.4,20.7,21.4
1400000US17031740100,"Census Tract 7401, Cook County, Illinois",27.5,4.1,3.6
1400000US17031740200,"Census Tract 7402, Cook County, Illinois",42.1,2.7,5.8
1400000US17031740300,"Census Tract 7403, Cook County, Illinois",42.1,3.5,2.7
1400000US17031740400,"Census Tract 7404, Cook County, Illinois",40.4,4.6,3.8
1400000US17031750100,"Census Tract 7501, Cook County, Illinois",21.8,19.6,19.4
1400000US17031750200,"Census Tract 7502, Cook County, Illinois",60.8,4.1,10.8
1400000US17031750300,"Census Tract 7503, Cook County, Illinois",56.4,5.4,3.9
1400000US17031750400,"Census Tract 7504, Cook County, Illinois",49.4,8.1,5.4
1400000US17031750500,"Census Tract 7505, Cook County, Illinois",32.2,15.2,24.4
